Málverkafölsunarmálið	nheng
við	fp1fn
náttúrulega	aa
ætlum	sfg1fn
okkur	fp1fþ
að	cn
klára	sng
þetta	faheo
mál	nheo
og	c
þetta	fahen
verður	sfg3en
fyrsta	lhenve
málið	nheng
í	aþ
janúarmánuði	nkeþ
og	c
við	fp1fn
munum	sfg1fn
bara	aa
ljúka	sng
því	fpheþ
þá	aa
.	.

Vonandi	aa
eitthvað	fohen
í	aa
kringum	ao
tuttugasta	lkeovf
.	.
»	»

Jóhanna	nven-s
:	:
«	«
En	c
þetta	fahen
samkomulag	nhen
um	ao
að	cn
ljúka	sng
þingstörfunum	nhfþg
núna	aa
,	,
ertu	sfg2en
sáttur	lkensf
við	ao
þau	fphfo
?	?
»	»

Geir	nken-s
H.	as
Haarde	nken-s
:	:
«	«
Já	au
,	,
að	aþ
öðru	foheþ
leyti	nheþ
er	sfg1en
ég	fp1en
mjög	aa
sáttur	lkensf
við	ao
þetta	faheo
.	.

Þetta	fahen
er	sfg3en
mjög	aa
gott	lhensf
að	c
við	fp1fn
getum	sfg1fn
haldið	ssg
okkur	fp1fo
hér	aa
nokkurn	fokeo
veginn	nkeog
við	ao
starfsáætlun	nveo
þingsins	nheeg
.	.
»	»

Jóhanna	nven-s
:	:
«	«
Eru	sfg3fn
þetta	fahen
vonbrigði	nhfn
?	?
»	»

Jón	nken-s
Sigurðsson	nken-s
,	,
iðnaðarráðherra	nken
(	(
B	x
)	)
:	:
«	«
Í	aþ
sjálfu	fbheþ
sér	fpheþ
eru	sfg3fn
þau	fphfn
það	fphen
en	c
við	fp1fn
verðum	sfg1fn
auðvitað	aa
að	cn
hafa	sng
það	fpheo
í	aþ
huga	nkeþ
að	c
það	fphen
eru	sfg3fn
mörg	lhfnsf
önnur	fohfn
mál	nhfn
sem	ct
verið	sþghen
er	sfg3en
að	cn
ræða	sng
og	c
við	fp1fn
viljum	sfg1fn
auðvitað	aa
tryggja	sng
það	fpheo
eftir	aþ
öllum	fohfþ
föngum	nhfþ
að	c
umfjöllunin	nveng
sé	svg3en
vönduð	lvensf
og	c
það	fphen
að	c
gefist	svm3en
tími	nken
í	ao
að	cn
fara	sng
rækilega	aa
yfir	ao
mál	nhfo
og	c
það	fphen
er	sfg3en
skýringin	nveng
á	aþ
þessu	faheþ
.	.
»	»

Tími	nken
:	:
02:00	ta

Unglingadrykkja	nven
eykst	sfm3en

Reykvískir	lkfnsf
10.	ta
bekkingar	nkfn
drekka	sfg3fn
frekar	aam
áfengi	nheo
og	c
reykja	sfg3fn
en	c
þeir	fakfn
sem	ct
búa	sfg3fn
utan	ae
borgarinnar	nveeg
.	.

Unglingum	nkfþ
sem	ct
reykja	sfg3fn
og	c
drekka	sfg3fn
fjölgar	sfg3en
nú	aa
lítillega	aa
í	ao
fyrsta	lheove
sinn	nheo
í	ao
nokkur	fohfo
ár	nhfo
.	.

Um	ao
leið	nveo
hefur	sfg3en
samverustundum	nvfþ
unglinganna	nkfeg
með	aþ
foreldrum	nkfþ
sínum	fekfþ
fækkað	ssg
.	.

Rannsóknir	nvfn
og	c
greining	nven
hefur	sfg3en
gert	ssg
kannanir	nvfo
á	aþ
líðan	nveþ
grunnskólanema	nkfe
um	ao
mest	aae
allt	foheo
landið	nheog
síðastliðin	lhfosf
ár	nhfo
.	.

Nú	aa
er	sfg3en
hlutfall	nhen
reykvískra	lkfesf
10.	ta
bekkinga	nkfe
sem	ct
reykja	sfg3fn
daglega	aa
15%	tp
en	c
10%	tp
utan	ae
Reykjavíkur	nvee-s
.	.

Hlutfallið	nheng
í	aþ
borginni	nveþg
hækkar	sfg3en
eftir	ao
að	cn
hafa	sng
lækkað	ssg
árinu	nheþg
á	aa
undan	aa
.	.

Sama	fbhen
gildir	sfg3en
um	ao
ölvun	nveo
.	.

Hlutfall	nhen
10.	ta
bekkinga	nkfe
sem	ct
hafa	sfg3fn
orðið	ssg
ölvaðir	lkfnsf
einu	tfheþ
sinni	nheþ
eða	c
oftar	aam
síðustu	lkfove
30	ta
daga	nkfo
er	sfg3en
28%	tp
í	aþ
Reykjavík	nveþ-s
en	c
23%	tp
utan	ae
hennar	fpvee
.	.

Árinu	nheþg
á	aa
undan	aa
hafði	sfg3eþ
þetta	fahen
hlutfall	nhen
farið	ssg
lækkandi	slg
.	.

Inga	nven-s
Dóra	nven-s
Sigfúsdóttir	nven-s
,	,
deildarforseti	nken
hjá	aþ
HR	as
:	:
«	«
Við	fp1fn
erum	sfg1fn
búin	lhfnsf
að	cn
mæla	sng
einu	tfheþ
sinni	nheþ
eftir	ao
að	c
við	fp1fn
lögðum	sfg1fþ
fyrir	aa
þessa	faveo
rannsókn	nveo
og	c
eigum	sfg1fn
eftir	aa
að	cn
skoða	sng
hvort	c
að	c
þarna	aa
sé	svg3en
um	ao
svona	lheoof
mynstur	nheo
að	cn
ræða	sng
eða	c
hvort	c
að	c
þetta	fahen
sé	svg3en
bara	aa
eitt	tfheo
einstakt	lheosf
tilvik	nheo
.	.

Þannig	aa
að	c
það	fphen
er	sfg3en
svolítið	aa
erfitt	lhensf
að	cn
segja	sng
nákvæmlega	aa
hvað	fshen
,	,
hver	fsven
skýringin	nveng
er	sfg3en
en	c
það	fphen
er	sfg3en
full	lvensf
ástæða	nven
fyrir	ao
okkur	fp1fo
að	cn
staldra	sng
við	aa
.	.
»	»

Ungmennin	nhfng
segjast	sfm3fn
flest	lhfnse
drekka	sng
heima	aa
hjá	aþ
öðrum	fokfþ
en	c
líka	aa
í	aþ
bænum	nkeþg
eða	c
annars	fokee
staðar	nkee
úti	aa
við	aa
.	.

Færri	lkfnvm
drekka	sfg3fn
heima	aa
hjá	aþ
sér	fpkfþ
eða	c
á	aþ
skemmtistöðum	nkfþ
.	.

Það	fphen
er	sfg3en
ekki	aa
ljóst	lhensf
hvers	fshee
vegna	ae
ástandið	nheng
er	sfg3en
verra	lhenvm
í	aþ
Reykjavík	nveþ-s
en	c
utan	ae
hennar	fpvee
.	.

En	c
um	ao
leið	nveo
og	c
neysla	nven
áfengis	nhee
og	c
tóbaks	nhee
eykst	sfm3en
vita	sfg3fn
færri	lkfnvm
foreldrar	nkfn
alltaf	aa
hvar	aa
börnin	nhfng
eru	sfg3fn
á	aþ
laugardagskvöldum	nhfþ
.	.

Foreldrar	nkfn
65%	tp
barnanna	nhfeg
vissu	sfg3fþ
það	fpheo
árið	nheog
2003	ta
en	c
58%	tp
nú	aa
.	.

Inga	nven-s
Dóra	nven-s
Sigfúsdóttir	nven-s
:	:
«	«
Við	fp1fn
höfum	sfg1fn
lagt	ssg
áherslu	nveo
á	ao
að	c
það	fphen
séu	svg3fn
þrír	tfkfn
þættir	nkfn
í	aþ
fjölskyldunni	nveþg
sem	ct
skipta	sfg3fn
verulegu	lheþsf
máli	nheþ
,	,
það	fphen
er	sfg3en
stuðningurinn	nkeng
við	ao
unglingana	nkfog
.	.

Það	fphen
er	sfg3en
tíminn	nkeng
,	,
magn	nhen
tímans	nkeeg
sem	ct
er	sfg3en
varið	sþghen
með	aþ
þeim	fpkfþ
,	,
að	cn
verja	sng
sem	aa
mestum	lkeþse
tíma	nkeþ
með	aþ
þeim	fpkfþ
og	c
það	fphen
er	sfg3en
eftirlitið	nheng
,	,
vita	sng
hvar	aa
þau	fphfn
eru	sfg3fn
,	,
þekkja	sfg3fn
vini	nkfo
þeirra	fphfe
,	,
þekkja	sfg3fn
foreldra	nkfo
vina	nkfe
þeirra	fphfe
.	.
»	»

Inga	nven-s
Dóra	nven-s
leggur	sfg3en
áherslu	nveo
á	ao
að	aa
hvert	fohen
ár	nhen
skiptir	sfg3en
máli	nheþ
,	,
því	fpheþ
seinna	aam
sem	c
ungmenni	nhfn
hefji	svg3fn
neyslu	nveo
áfengis	nhee
því	fpheþ
betra	lhenvm
.	.

20	ta
manns	nkee
í	aþ
einangrun	nveþ
vegna	ae
MÓSA	nxee-s

Rúmlega	aa
20	ta
manns	nkee
eru	sfg3fn
í	aþ
einangrun	nveþ
á	aþ
gjörgæsludeild	nveþ
Landspítalans	nkeegs
í	aþ
Fossvogi	nkeþ-s
eftir	ao
að	c
fjölónæm	lvensf
bakteríusýking	nven
fannst	sfm3eþ
þar	aa
um	ao
helgina	nveog
.	.

Um	aa
100	ta
starfsmenn	nkfn
eru	sfg3fn
undir	aþ
eftirliti	nheþ
og	c
á	ao
fjórða	lheovf
hundrað	nheo
sýna	nhfe
hafa	sfg3fn
verið	ssg
tekin	sþghfn
til	ae
rannsóknar	nvee
.	.

Bakterían	nveng
heitir	sfg3en
MÓSA	nxen-s
og	c
af	aþ
flokki	nkeþ
staphylokokka	nkfe
.	.

Hún	fpven
er	sfg3en
býsna	aa
algengur	lkensf
sjúkdómsvaldur	nken
í	aþ
mönnum	nkfþ
,	,
en	c
það	fahen
sem	ct
er	sfg3en
frábrugðið	lhensf
við	ao
bakteríuna	nveog
sem	ct
fannst	sfm3eþ
á	aþ
spítalanum	nkeþg
er	sfg3en
að	c
hún	fpven
er	sfg3en
ónæm	lvensf
fyrir	aþ
mörgum	lhfþsf
sýklalyfjum	nhfþ
.	.

Ólafur	nken-s
Guðlaugsson	nken-s
yfirlæknir	nken
sýkingavarnardeild	nveþ
LSH	as
:	:
«	«
Þessi	faven
baktería	nven
lifir	sfg3en
á	aþ
húðinni	nveþg
og	c
í	aþ
nefinu	nheþg
á	aþ
okkur	fp1fþ
og	c
hún	fpven
dreifist	sfm3en
þaðan	aa
.	.

Bæði	c
milli	ae
manna	nkfe
og	c
eins	aa
líka	aa
á	aþ
okkur	fp1fþ
sjálfum	fbhfþ
,	,
berst	sfm3en
í	ao
húðsár	nhfo
og	c
önnur	fohfo
sár	nhfo
og	c
ég	fp1en
tala	sfg1en
nú	aa
ekki	aa
um	aa
ef	c
að	c
við	fp1fn
fáum	sfg1fn
sýklalyf	nhfo
þá	aa
magnast	sfm3en
hún	fpven
upp	aa
og	c
eins	aa
ef	c
við	fp1fn
fáum	sfg1fn
skurðsár	nheo
eða	c
aukahluti	nkfo
í	ao
húð	nveo
að	c
þá	aa
getur	sfg3en
hún	fpven
sest	ssm
í	ao
þá	fpkfo
og	c
valdið	ssg
alvarlegum	lvfþsf
sýkingum	nvfþ
.	.
»	»

Ólafur	nken-s
segir	sfg3en
að	c
sýkingin	nveng
valdi	svg3en
ekki	aa
skaða	nkeþ
nema	c
að	c
hún	fpven
berist	svm3en
í	ao
opið	lheosf
sár	nheo
.	.

Bakterían	nveng
fannst	sfm3eþ
í	aþ
reglubundnu	lheþsf
eftirliti	nheþ
sjúklinga	nkfe
á	aþ
spítalanum	nkeþg
.	.

María	nven-s
Sigrún	nven-s
Hilmarsdóttir	nven-s
:	:
«	«
Hversu	aa
alvarleg	lvensf
er	sfg3en
þessi	faven
baktería	nven
.	.

Getur	sfg3en
hún	fpven
leitt	ssg
menn	nkfo
til	ae
dauða	nkee
?	?
»	»

Ólafur	nken-s
Guðlaugsson	nken-s
:	:
«	«
Þessi	faven
baktería	nven
getur	sfg3en
valdið	ssg
sýkingum	nvfþ
sem	ct
geta	sfg3fn
verið	ssg
mjög	aa
alvarlega	x
og	c
þess	fphee
vegna	ae
getur	sfg3en
valdið	ssg
því	fpheþ
að	c
fólk	nhen
deyi	svg3en
.	.
»	»

María	nven-s
:	:
«	«
Er	sfg3en
einhver	foken
hérna	aa
á	aþ
spítalanum	nkeþg
í	aþ
lífshættu	nveþ
vegna	ae
þessa	fahee
?	?
»	»

Ólafur	nken-s
Guðlaugsson	nken-s
:	:
«	«
Nei	au
.	.
»	»

María	nven-s
:	:
«	«
En	c
hvernig	aa
er	sfg3en
hægt	lhensf
að	cn
berjast	snm
við	ao
þessa	faveo
bakteríu	nveo
ef	c
að	c
engin	fohfn
sýklalyf	nhfn
virka	sfg3fn
á	ao
hana	fpveo
?	?
»	»

Ólafur	nken-s
Guðlaugsson	nken-s
:	:
«	«
Það	fphen
er	sfg3en
mjög	aa
erfitt	lhensf
og	c
getur	sfg3en
verið	ssg
ómögulegt	lhensf
og	c
það	fphen
er	sfg3en
náttúrulega	aa
ástæðan	nveng
fyrir	aþ
því	fpheþ
að	c
við	fp1fn
erum	sfg1fn
að	aa
,	,
erum	sfg1fn
að	cn
eyða	sng
þessum	fakfþ
kröftum	nkfþ
í	ao
að	cn
berjast	snm
við	ao
hana	fpveo
þegar	c
hún	fpven
kemur	sfg3en
upp	aa
hér	aa
er	sfg3en
þessi	faven
hætta	nven
um	ao
að	c
við	fp1fn
fáum	svg1fn
,	,
sitjum	svg1fn
uppi	aa
með	ao
lífshættulegar	lvfosf
sýkingar	nvfo
af	aa
,	,
með	aþ
bakteríu	nveþ
sem	ct
ekki	aa
er	sfg3en
hægt	lhensf
að	cn
slást	snm
við	aa
.	.
»	»

María	nven-s
:	:
«	«
Hvernig	aa
endar	sfg3en
þetta	fahen
?	?

Hvernig	aa
losnið	sfg2fn
þið	fp2fn
við	ao
þessa	faveo
bakteríu	nveo
?	?
»	»

Ólafur	nken-s
Guðlaugsson	nken-s
:	:
«	«
Já	au
,	,
þetta	fahen
er	sfg3en
sem	c
sagt	sþghen
tvíþætt	lhensf
.	.

Annars	fokee
vegar	nkee
þá	aa
er	sfg3en
meðhöndlað	sþghen
þær	favfo
sýkingar	nvfo
sem	ct
fólk	nhen
er	sfg3en
með	aa
,	,
sem	ct
tengjast	sfm3fn
bakteríunni	nveþg
og	c
hins	fakee
vegar	nkee
að	c
ef	c
við	fp1fn
uppgötvum	sfg1fn
einhverja	fokfo
sem	ct
eru	sfg3fn
með	ao
hana	fpveo
á	aþ
húðinni	nveþg
að	c
þá	aa
reynum	sfg1fn
við	fp1fn
að	cn
losa	sng
þá	fpkfo
við	ao
hana	fpveo
líka	aa
.	.
»	»

María	nven-s
:	:
«	«
Og	c
hvernig	aa
er	sfg3en
það	fphen
gert	sþghen
?	?
»	»

Ólafur	nken-s
Guðlaugsson	nken-s
:	:
«	«
Það	fphen
er	sfg3en
gert	sþghen
með	aþ
annars	fokee
vegar	nkee
sýklalyfjum	nhfþ
og	c
hins	fakee
vegar	nkee
svona	aa
sápuþvottum	nkfþ
sérstökum	lkfþsf
.	.
»	»

Þrisvar	aa
sinnum	nhfþ
hefur	sfg3en
svipað	lhensf
ástand	nhen
komið	ssg
upp	aa
á	aþ
spítalanum	nkeþg
og	c
í	ao
öll	fohfo
skiptin	nhfog
hefur	sfg3en
tekist	ssm
að	cn
uppræta	sng
bakteríuna	nveog
.	.

Ólafur	nken-s
vonast	sfm3en
til	ae
þess	fphee
að	c
einangruninni	nveþg
verði	svg3en
aflétt	sþghen
um	ao
helgina	nveog
.	.

Þrisvar	aa
sinnum	nhfþ
hefur	sfg3en
svipað	lhensf
ástand	nhen
komið	ssg
upp	aa
á	aþ
spítalanum	nkeþg
og	c
í	ao
öll	fohfo
skiptin	nhfog
hefur	sfg3en
tekist	ssm
að	cn
uppræta	sng
hana	fpveo
.	.

Ólafur	nken-s
býst	sfm3en
við	aþ
því	fpheþ
að	c
einangruninni	nveþg
verði	svg3en
aflétt	sþghen
um	ao
helgina	nveog
.	.

