Verslóritgerðir	nvfn-s
viðkomandi	lvfeof
stofnana	nvfe
.	.

Leiðbeiningar	nvfn
fengust	sfm3fþ
um	aa
,	,
að	c
þar	aa
væri	svg3eþ
heimildir	nvfo
um	ao
starfsemi	nveo
stofnananna	nvfeg
að	cn
finna	sng
og	c
þær	favfo
reglur	nvfo
sem	ct
um	ao
þær	fpvfo
giltu	svg3fþ
og	c
framkvæmd	nveo
starfa	nhfe
á	aþ
þeirra	fpvfe
vegum	nkfþ
.	.

Fræðileg	lhfnsf
skrif	nhfn
um	ao
almannavarnir	nvfo
eru	sfg3fn
samkvæmt	aþ
þessu	faheþ
lítil	lhfnsf
í	aþ
Danmörku	nveþ-s
og	c
Bretlandi	nheþ-s
.	.

Talsverðan	lkeosf
fróðleik	nkeo
er	sfg3en
að	cn
finna	sng
á	aþ
heimasíðu	nveþ
UK	e
Resilience	e
og	c
tengingum	nvfþ
út	aa
frá	aþ
henni	fpveþ
inn	aa
á	ao
síður	nvfo
bæði	c
brezku	lveevf
ríkisstjórnarinnar	nveeg
(	(
e	as
:	:
Home	e
Office	e
)	)
og	c
síður	nvfo
staðbundinna	lhfesf
stjórnvalda	nhfe
.	.

Leitað	sþghen
var	sfg3eþ
upplýsinga	nvfe
um	ao
grundvöll	nkeo
laganna	nhfeg
,	,
reglugerðir	nvfo
og	c
fyrirmæli	nhfo
sem	ct
um	ao
starfsemi	nveo
almannavarna	nvfe
gilda	sfg3fn
í	aþ
ríkjunum	nhfþg
þremur	tfhfþ
og	c
þá	faveo
hugsun	nveo
og	c
stefnu	nveo
sem	ct
býr	sfg3en
að	aþ
baki	nheþ
þeim	fphfþ
.	.

Breytingar	nvfn
voru	sfg3fþ
gerðar	sþgvfn
á	aþ
skipulagi	nheþ
almannavarna	nvfe
á	aþ
Íslandi	nheþ-s
eftir	ao
1995	ta
,	,
einkum	aa
varðandi	slg
snjóflóð	nhfo
og	c
snjóflóðavarnir	nvfo
.	.

Í	aþ
ritgerð	nveþ
frá	aþ
árinu	nheþg
2001	ta
,	,
sem	ct
birtist	sfm3eþ
í	aþ
tímaritinu	nheþg
Sveitarstjórnarmál	nhfn-s
um	ao
almannvarnir	nvfo
,	,
var	sfg3eþ
kafað	sþghen
nokkuð	fohen
í	ao
bakgrunn	nkeo
laga	nhfe
um	ao
almannavarnir	nvfo
og	c
verður	sfg3en
við	ao
það	fpheo
stuðzt	sþmhen
hér	aa
varðandi	slg
sögulega	lveosf
tilurð	nveo
laganna	nhfeg
.	.

2	ta
.	.

Almannavarnir	nvfn
á	aþ
Íslandi	nheþ-s
,	,
í	aþ
Danmörku	nveþ-s
og	c
í	aþ
Bretlandi	nheþ-s
Hér	aa
á	aa
eftir	aa
verður	sfg3en
fjallað	sþghen
um	ao
skipulag	nheo
almannavarna	nvfe
í	aþ
ríkjunum	nhfþg
þremur	tfhfþ
,	,
Íslandi	nheþ-s
,	,
Danmörku	nveþ-s
og	c
Bretlandi	nheþ-s
.	.

Sagt	sþghen
verður	sfg3en
frá	aþ
lagagrundvelli	nkeþ
í	aþ
ríkjunum	nhfþg
þremur	tfhfþ
og	c
gerð	sþgven
grein	nven
fyrir	aþ
því	fpheþ
með	aþ
hvaða	fskeþ
hætti	nkeþ
framkvæmd	nveþ
almannavarna	nvfe
er	sfg3en
háttað	sþghen
í	aþ
hverju	foheþ
ríki	nheþ
fyrir	ao
sig	fpheo
.	.

Fyrst	aae
verður	sfg3en
gerð	sþgven
grein	nven
fyrir	aþ
skipan	nveþ
mála	nhfe
á	aþ
Íslandi	nheþ-s
.	.

2.1.	ta

Skipulag	nhen
almannavarna	nvfe
á	aþ
Íslandi	nheþ-s
Á	aþ
Íslandi	nheþ-s
er	sfg3en
skipulag	nhen
almannavarna	nvfe
byggt	sþghen
á	aþ
lögum	nhfþ
nr.	as
94/1962	ta
um	ao
almannavarnir	nvfo
.	.

Dómsmálaráðherra	nken
stjórnar	sfg3en
almannavörnum	nvfþ
fyrir	ao
hönd	nveo
ríkisstjórnar	nvee
Íslands	nhee-s
.	.

Upphaflega	aa
voru	sfg3fþ
fyrstu	lhfnve
skrefin	nhfng
varðandi	slg
skipulagningu	nveo
þess	fahee
sem	ct
hér	aa
er	sfg3en
nefnt	sþghen
almannavarnir	nvfn
,	,
stigin	sþghfn
til	ae
að	cn
takast	snm
á	aa
við	ao
ógn	nveo
af	aþ
loftárásum	nvfþ
þýzka	lkeevf
flughersins	nkeeg
í	aþ
seinni	lveþvm
heimsstyrjöldinni	nveþg
á	aþ
árunum	nhfþg
1940	ta
til	aa
1941	ta
.	.

Fyrstu	lhfþve
lögunum	nhfþg
,	,
sem	ct
sett	sþghfn
voru	sfg3fþ
um	ao
það	faheo
fyrirbrigði	nheo
sem	ct
nefna	sng
mætti	svg3eþ
almannavarnir	nvfo
,	,
nr.	as
52	ta
,	,
27	ta
júní	nkeo
1941	ta
,	,
var	sfg3eþ
ætlað	sþghen
að	cn
bregðast	snm
við	aþ
afleiðingum	nvfþ
loftárása	nvfe
,	,
einkum	aa
í	aþ
Reykjavík	nveþ-s
,	,
sem	ct
bæði	c
var	sfg3eþ
höfuðborg	nven
og	c
stærsta	lhenve
þéttbýlið	nheng
á	aþ
landinu	nheþg
.	.

Nefnd	nven
var	sfg3eþ
sett	sþgven
á	ao
fót	nkeo
til	ae
að	cn
skipuleggja	sng
og	c
stjórna	sng
vörnum	nvfþ
og	c
aðgerðum	nvfþ
.	.

Að	aþ
lokinni	lveþsf
heimsstyrjöldinni	nveþg
lifði	sfg3eþ
nefndin	nveng
áfram	aa
að	aþ
forminu	nheþg
til	aa
.	.

Þar	aa
sem	c
ógnin	nveng
af	aþ
loftárásum	nvfþ
var	sfg3eþ
ekki	aa
lengur	aam
fyrir	aþ
hendi	nveþ
skorti	sfg3eþ
í	aþ
raun	nveþ
tilvistargrunn	nkeo
fyrir	aþ
starfi	nheþ
hennar	fpvee
.	.

Samfara	aþ
Kóreustríðinu	nheþgs
1951	ta
komst	sfm3eþ
málið	nheng
aftur	aa
á	ao
dagskrá	nveo
.	.

Þá	aa
áttu	sfg3fþ
sér	fpvfþ
stað	nkeo
miklar	lvfnsf
umræður	nvfn
varðandi	slg
hugsanlega	lveosf
og	c
yfirvofandi	lveoof
ógn	nveo
af	aþ
stríðsátökum	nhfþ
í	aþ
heiminum	nkeþg
og	c
ríkisstjórnin	nveng
ákvað	sfg3eþ
að	cn
nota	sng
skipulag	nheo
loftvarna	nvfe
úr	aþ
seinni	lveþvm
heimsstyrjöldinni	nveþg
.	.

Umræður	nvfn
um	ao
almannavarnir	nvfo
fóru	sfg3fþ
fram	aa
á	aþ
Alþingi	nheþ-s
í	aþ
tengslum	nhfþ
við	ao
afgreiðslu	nveo
frumvarps	nhee
er	ct
varð	sfg3eþ
til	ae
þess	fphee
að	c
sett	sþghfn
voru	sfg3fþ
lög	nhfn
og	c
Loftvarnanefnd	nveþ-s
Reykjavíkur	nvee-s
var	sfg3eþ
komið	sþghen
á	ao
laggirnar	nvfog
.	.

Þá	aa
fór	sfg3eþ
í	ao
fyrsta	lheove
sinn	nheo
fram	aa
opinber	lvensf
umræða	nven
um	ao
að	c
skipulag	nhen
sem	ct
ætlað	sþghen
var	sfg3eþ
til	ae
að	cn
bregðast	snm
við	aþ
loftárásum	nvfþ
kynni	svg3eþ
einnig	aa
að	cn
nýtast	snm
til	ae
að	cn
fást	snm
við	ao
náttúruhamfarir	nvfo
eins	aa
og	c
jarðskjálfta	nkfo
,	,
eldgos	nhfo
og	c
snjóflóð	nhfo
.	.

Það	fphen
var	sfg3eþ
fyrst	aae
á	aþ
þinginu	nheþg
1961	ta
til	aa
1962	ta
að	c
alþingismenn	nkfn
veittu	sfg3fþ
lagafrumvarpi	nheþ
brautargengi	nheo
og	c
það	fphen
varð	sfg3eþ
að	aþ
lögum	nhfþ
nr.	as
94/1962	ta
.	.

Hvatinn	nkeng
að	aþ
setningu	nveþ
hinna	ghfe
nýja	x
laga	nhfe
var	sfg3eþ
kalda	lhenvf
stríðið	nheng
sem	ct
þá	aa
geisaði	sfg3eþ
milli	ae
stórveldanna	nhfeg
Bandaríkja	nhfe-s
Norður-Ameríku	nvee-s
og	c
Sovétríkjanna	nhfegs
og	c
óróleiki	nken
í	aþ
heimsmálum	nhfþ
ásamt	aþ
hugsanlegri	lveþsf
ógn	nveþ
sem	ct
stafaði	sfg3eþ
af	aþ
kjarnorkustyrjöld	nveþ
og	c
nauðsynlegar	lvfnsf
ráðstafanir	nvfn
til	ae
að	cn
mæta	sng
þessum	favfþ
aðstæðum	nvfþ
.	.

Tveir	tfkfn
erlendir	lkfnsf
ráðgjafar	nkfn
voru	sfg3fþ
fengnir	sþgkfn
til	ae
aðstoðar	nvee
,	,
norskur	lkensf
hershöfðingi	nken
,	,
sem	ct
einnig	aa
var	sfg3eþ
yfirmaður	nken
norsku	lvfevf
almannavarnanna	nvfeg
og	c
yfirlæknir	nken
danska	lheevf
heilbrigðiskerfisins	nheeg
.	.

Lítið	aa
var	sfg3eþ
fjallað	sþghen
um	ao
náttúruhamfarir	nvfo
í	aþ
lögunum	nhfþg
og	c
hvernig	aa
yrði	svg3eþ
tekið	sþghen
á	aþ
afleiðingum	nvfþ
þeirra	fpvfe
.	.

Almannavarnir	nvfn
áttu	sfg3fþ
þó	aa
að	cn
veita	sng
aðstoð	nveo
samkvæmt	aþ
fyrirmælum	nhfþ
dómsmálaráðherra	nkee
vegna	ae
tjóns	nhee
af	aþ
völdum	nhfþ
náttúruhamfara	nvfe
.	.

2.1.1.	ta

Forsaga	nven
laga	nhfe
um	ao
almannavarnir	nvfo
á	aþ
Íslandi	nheþ-s
Þegar	c
skyggnst	sþmhen
er	sfg3en
í	ao
greinargerð	nveo
með	aþ
frumvarpinu	nheþg
sem	ct
varð	sfg3eþ
að	aþ
lögum	nhfþ
um	ao
almannavarnir	nvfo
og	c
umræður	nvfo
á	aþ
Alþingi	nheþ-s
við	ao
afgreiðslu	nveo
þeirra	fphfe
kemur	sfg3en
í	ao
ljós	nheo
að	c
umræðan	nveng
snerist	sfm3eþ
fyrst	aae
og	c
fremst	aae
um	ao
viðbrögð	nhfo
við	aþ
hugsanlegri	lveþsf
kjarnorkuvá	nveþ
af	aþ
völdum	nhfþ
stríðs	nhee
með	aþ
kjarnorkusprengjum	nvfþ
sem	ct
þá	aa
voru	sfg3fþ
í	aþ
eigu	nveþ
áður	aa
nefndra	lhfesf
stórvelda	nhfe
.	.

Í	aþ
umræðum	nvfþ
á	aþ
Alþingi	nheþ-s
um	ao
frumvarpið	nheog
kom	sfg3eþ
meðal	ae
annars	fohee
fram	aa
sú	faven
skoðun	nven
Jóns	nkee-s
Kjartanssonar	nkee-s
,	,
alþingismanns	nkee
,	,
að	cn
nota	sng
mætti	svg3eþ
lögin	nhfog
og	c
þá	faveo
aðferðafræði	nveo
sem	ct
þar	aa
kæmi	svg3eþ
fram	aa
til	ae
að	cn
bregðast	snm
við	aþ
náttúruhamförum	nvfþ
.	.

Jón	nken-s
var	sfg3eþ
sá	faken
eini	lkenvf
sem	ct
hafði	sfg3eþ
orð	nheo
á	aþ
því	fpheþ
við	ao
afgreiðslu	nveo
frumvarpsins	nheeg
.	.

Að	aþ
öðru	foheþ
leyti	nheþ
var	sfg3eþ
það	fphen
afgreitt	sþghen
eins	aa
og	c
það	fphen
komst	sfm3eþ
á	ao
dagskrá	nveo
Alþingis	nhee-s
,	,
sem	ct
lög	nhfn
er	sfg3en
gagnast	snm
skyldu	svg3fþ
gegn	aþ
hugsanlegri	lveþsf
hernaðarógn	nveþ
.	.

Næst	aae
komst	sfm3eþ
málið	nheng
á	ao
dagskrá	nveo
vorið	nheog
1966	ta
.	.

Alþingismenn	nkfn-s
lögðu	sfg3fþ
fram	aa
þingsályktunartillögu	nveo
.	.

Ætlun	nven
þeirra	fpkfe
var	sfg3eþ
að	cn
fá	sng
inn	aa
ákvæði	nhfo
er	ct
sneru	svg3fþ
að	aþ
náttúrhamförum	nvfþ
og	c
hættu	nveþ
af	aþ
þeirra	fpvfe
völdum	nhfþ
.	.

Tillaga	nven
til	ae
þingsályktunar	nvee
var	sfg3eþ
ekki	aa
afgreidd	sþgven
.	.

En	c
dómsmálaráðherra	nken
tók	sfg3eþ
málið	nheog
á	ao
dagskrá	nveo
og	c
lögin	nhfng
voru	sfg3fþ
tekin	sþghfn
til	ae
endurskoðunar	nvee
og	c
hlutu	sfg3fþ
samþykki	nheo
1967	ta
.	.

Þá	aa
komust	sfm3fþ
í	ao
lög	nhfo
ákvæði	nhfn
um	ao
viðbrögð	nhfo
við	aþ
öðrum	fovfþ
náttúruhamförum	nvfþ
,	,
sérstaklega	aa
jarðskjálftum	nkfþ
,	,
eldgosum	nhfþ
og	c
hafís	nkeþ
.	.

Í	aþ
lögunum	nhfþg
um	ao
almannavarnir	nvfo
segir	sfg3en
efnislega	aa
í	aþ
1.	ta
gr.	as
,	,
að	c
ætlunin	nveng
sé	svg3en
að	cn
skipuleggja	sng
og	c
framkvæma	sng
ráðstafanir	nvfo
til	ae
að	cn
koma	sng
í	ao
veg	nkeo
fyrir	aa
svo	aa
sem	c
mögulegt	lhensf
sé	svg3en
að	c
almenningur	nken
hljóti	svg3en
líkamstjón	nheo
sem	ct
stafar	sfg3en
af	aþ
hernaðaraðgerðum	nvfþ
,	,
náttúruhamförum	nvfþ
eða	c
af	aþ
annarri	foveþ
vá	nveþ
.	.

Einnig	aa
er	sfg3en
ætlunin	nveng
að	cn
koma	sng
í	ao
veg	nkeo
fyrir	ao
eignatjón	nheo
og	c
líkna	sng
og	c
aðstoða	sng
vegna	ae
tjóns	nhee
sé	svg3en
það	fphen
ekki	aa
á	aþ
verksviði	nheþ
annarra	fokfe
lögum	nhfþ
samkvæmt	aþ
.	.

Íslenzka	lvenvf
ríkisstjórnin	nveng
hafði	sfg3eþ
gert	ssg
samkomulag	nheo
við	ao
Bandaríki	nhfo-s
Norður-Ameríku	nvee-s
árið	nheog
1951	ta
um	ao
að	c
síðarnefnda	lhenvf
ríkið	nheng
tæki	svg3eþ
að	aþ
sér	fpheþ
varnir	nvfo
Íslands	nhee-s
á	aþ
þeim	fakfþ
ótryggu	lkfþvf
og	c
óvissu	lkfþvf
tímum	nkfþ
sem	ct
þá	aa
voru	sfg3fþ
framundan	aa
.	.

Þar	aa
kann	sfg3en
að	cn
vera	sng
að	cn
finna	sng
líklegustu	lveove
skýringuna	nveog
á	aþ
því	fpheþ
að	c
málið	nheng
komst	sfm3eþ
ekki	aa
á	ao
dagskrá	nveo
og	c
Alþingi	nhen-s
setti	sfg3eþ
ekki	aa
ný	lhfosf
lög	nhfo
um	ao
almannavarnir	nvfo
fyrr	aam
.	.

Áður	aa
starfaði	sfg3eþ
stofnun	nven
eða	c
sérstök	lvensf
skrifstofa	nven
undir	aþ
heitinu	nheþg
Almannavarnir	nvfn-s
ríkisins	nheeg
með	aþ
sérstökum	lkeþsf
forstöðumanni	nkeþ
.	.

Hver	foken
lögreglustjóri	nken
er	sfg3en
ábyrgur	lkensf
fyrir	aþ
almannavörnum	nvfþ
og	c
er	sfg3en
stjórnandi	nken
almannavarna	nvfe
í	aþ
sínu	feheþ
umdæmi	nheþ
,	,
samkvæmt	aþ
7.	ta
gr.	as
almannavarnalaganna	nhfeg
.	.

Í	aþ
því	fpheþ
er	sfg3en
fólgið	sþghen
að	c
sá	faken
hinn	gken
sami	fbken
stýrir	sfg3en
aðgerðum	nvfþ
og	c
er	sfg3en
ábyrgur	lkensf
fyrir	aþ
því	fpheþ
að	c
gripið	sþghen
sé	svg3en
til	ae
réttra	lhfesf
viðbragða	nhfe
í	aþ
samræmi	nheþ
við	ao
aðstæður	nvfo
hverju	foheþ
sinni	nheþ
er	c
þörf	nven
gerist	sfm3en
.	.

Fjárhagsleg	lvensf
ábyrgð	nven
af	aþ
rekstri	nkeþ
almannavarna	nvfe
hvílir	sfg3en
á	aþ
sveitarstjórnum	nvfþ
og	c
felst	sfm3en
í	aþ
því	fpheþ
að	cn
tryggja	sng
að	c
til	aa
séu	svg3fn
tæki	nhfn
og	c
búnaður	nken
sem	ct
nauðsynleg	lhfnsf
eru	sfg3fn
til	ae
bjargar	nvee
og	c
nægjanlegar	lvfnsf
birgðir	nvfn
matar	nkee
og	c
húsaskjól	nhen
fyrir	ao
fólk	nheo
.	.

Skipulag	nhen
almannavarna	nvfe
á	aþ
Íslandi	nheþ-s
er	sfg3en
mjög	aa
háð	lhensf
sjálfboðaliðum	nkfþ
eða	c
byggir	sfg3en
á	aþ
aðstoð	nveþ
þeirra	fpkfe
,	,
eftir	aþ
atvikum	nhfþ
.	.

Einkum	aa
er	sfg3en
það	fphen
Rauði	lkenvf
krossinn	nkeng
,	,
björgunarsveitir	nvfn
og	c
slökkvilið	nhen
,	,
sem	ct
sveitarfélögin	nhfng
standa	sfg3fn
að	aa
og	c
reka	sfg3fn
,	,
og	c
Landsbjörg	nven-s
,	,
landsamtök	nhfn
björgunarsveita	nvfe
á	aþ
Íslandi	nheþ-s
,	,
samkvæmt	aþ
lögum	nhfþ
nr.	as
94/1962	ta
um	ao
almannavarnir	nvfo
.	.

Samkvæmt	aþ
ríkjandi	lheþof
skipulagi	nheþ
í	aþ
samræmi	nheþ
við	ao
áðurnefnd	lhfosf
lög	nhfo
er	sfg3en
lögreglustjóri	nken
ábyrgur	lkensf
fyrir	aþ
stjórn	nveþ
og	c
nýtingu	nveþ
þess	fakee
mannafla	nkee
sem	ct
sjálfboðaliðar	nkfn
björgunarsveitanna	nvfeg
skipa	sfg3fn
.	.

Að	aa
auki	aa
getur	sfg3en
hann	fpken
hvatt	ssg
til	ae
starfa	nhfe
hvern	fokeo
fulltíða	lkeoof
mann	nkeo
á	aþ
aldrinum	nkeþg
18-65	ta
ára	nhfe
telji	svg3en
hann	fpken
nauðsyn	nveo
bera	sng
til	aa
í	aþ
samræmi	nheþ
við	ao
alvöru	nveo
máls	nhee
og	c
aðstæður	nvfo
hverju	foheþ
sinni	nheþ
,	,
samkvæmt	aþ
áðurnefndri	lveþsf
10.	ta
gr.	as
laganna	nhfeg
.	.

Ríkislögreglustjóri	nken
er	sfg3en
stjórnandi	nken
Almannavarna	nvfe-s
ríkisins	nheeg
,	,
með	ao
aðsetur	nheo
í	aþ
Reykjavík	nveþ-s
.	.

Lögunum	nhfþg
hefur	sfg3en
verið	ssg
breytt	sþghen
á	ao
þann	fakeo
veg	nkeo
að	c
Ríkislögreglustjórinn	nkengs
er	sfg3en
ábyrgur	lkensf
fyrir	aþ
skipulaginu	nheþg
í	aþ
umboði	nheþ
dómsmálaráðherra	nkee
.	.

Almannavarnadeild	nven-s
ríkislögreglustjóra	nkee
rekur	sfg3en
skrifstofu	nveo
.	.

Hlutverk	nhen
hennar	fpvee
,	,
á	ao
ábyrgð	nveo
ríkislögreglustjóra	nkee
,	,
er	sfg3en
að	cn
samræma	sng
viðbrögð	nhfo
og	c
kynna	sng
hinum	fakfþ
15	ta
lögreglustjórum	nkfþ
landsins	nheeg
breytingar	nvfo
sem	ct
verða	sng
kunna	x
á	aþ
viðbragðsáætlunum	nvfþ
og	c
lögum	nhfþ
.	.

Ríkisstjórn	nven
Íslands	nhee-s
kemur	sfg3en
einnig	aa
að	aþ
málum	nhfþ
með	aþ
því	fpheþ
að	cn
leggja	sng
til	aa
fé	nheo
aukreitis	aa
og	c
aðstoð	nveo
Landhelgisgæzlunnar	nvee-s
sem	ct
á	sfg3en
tvö	tfhfo
varðskip	nhfo
og	c
eina	tfveo
þyrlu	nveo
og	c
hefur	sfg3en
yfir	aþ
þremur	tfvfþ
öðrum	fovfþ
þyrlum	nvfþ
að	cn
ráða	sng
.	.

Björgunarsveitir	nvfn
á	aþ
Íslandi	nheþ-s
eru	sfg3fn
vel	aa
búnar	lvfnsf
tækjum	nhfþ
og	c
njóta	sfg3fn
sérstakrar	lveesf
aðstoðar	nvee
frá	aþ
íslenzka	lheþvf
ríkinu	nheþg
sem	ct
veitir	sfg3en
afslátt	nkeo
í	aþ
formi	nheþ
tolla	nkfe
af	aþ
stærri	lhfþvm
tækjum	nhfþ
eins	aa
og	c
trukkum	nkfþ
,	,
jeppum	nkfþ
,	,
snjóbílum	nkfþ
og	c
björgunarbátum	nkfþ
.	.

Sveitarfélögin	nhfng
bera	sfg3fn
lögum	nhfþ
samkvæmt	aþ
ábyrgð	nveo
á	aþ
aðgerðaráætlunum	nvfþ
og	c
neyðaráætlunum	nvfþ
í	aþ
nærsamfélaginu	nheþg
,	,
en	c
það	fahen
ákvæði	nhen
laganna	nhfeg
hefur	sfg3en
ekki	aa
orðið	ssg
að	aþ
veruleika	nkeþ
,	,
því	fpheþ
þessar	favfn
áætlanir	nvfn
hafa	sfg3fn
ekki	aa
verið	ssg
gerðar	sþgvfn
.	.

Þó	aa
hafa	sfg3fn
verið	ssg
gerðar	sþgvfn
áætlanir	nvfn
hjá	aþ
fyrirtækjum	nhfþ
sem	ct
reka	sfg3fn
álver	nhfo
á	aþ
Íslandi	nheþ-s
á	aþ
grundvelli	nkeþ
gæðastjórnunarstaðla	nkfe
sem	ct
þau	fphfn
setja	sfg3fn
sér	fphfþ
.	.

Skólar	nkfn
og	c
sjúkrastofnanir	nvfn
að	aþ
minnsta	lkeþve
kosti	nkeþ
í	aþ
Reykjavík	nveþ-s
hafa	sfg3fn
unnið	ssg
rýmingaráætlanir	nvfo
á	aþ
grundvelli	nkeþ
laga	nhfe
um	ao
brunvarnir	nvfo
.	.

Ákvæði	nheþ
almannavarnarlaga	nhfe
um	ao
neyðaráætlanir	nvfo
hefur	sfg3en
ekki	aa
verið	ssg
hrint	sþghen
í	ao
framkvæmd	nveo
með	aþ
skipulagðri	lveþsf
eftirfylgni	nveþ
.	.

Enginn	foken
virðist	sfm3en
bera	sng
ábyrgð	nveo
á	aþ
því	fpheþ
að	c
sveitarfélögin	nhfng
standi	svg3fn
við	ao
skyldur	nvfo
sínar	fevfo
í	aþ
raun	nveþ
.	.

Ríkisstjórnin	nveng
hefur	sfg3en
ekki	aa
gengið	ssg
eftir	aþ
því	fpheþ
að	c
þessari	faveþ
skyldu	nveþ
sveitarstjórna	nvfe
sé	svg3en
framfylgt	sþghen
.	.

2.1.2.	ta

Skipulag	nhen
og	c
skipurit	nhen
almannavarna	nvfe
á	aþ
Íslandi	nheþ-s
Í	aþ
stuttu	lheþsf
máli	nheþ
má	sfg3en
segja	sng
að	c
skipulagið	nheng
byggist	svm3en
á	aþ
því	fpheþ
að	c
lögreglustjórar	nkfn
fari	svg3fn
með	ao
framkvæmdavald	nheo
í	aþ
umdæmunum	nhfþg
15	ta
og	c
stjórni	svg3fn
sjálfboðaliðum	nkfþ
í	aþ
björgunarsveitum	nvfþ
þegar	c
unnið	sþghen
að	x
er	sfg3en
að	aþ
almannavörnum	nvfþ
.	.

Björgunarsveitirnar	nvfng
þjálfa	sfg3fn
sjálfar	fbvfn
sína	fekfo
liðsmenn	nkfo
og	c
byggja	sfg3fn
á	aþ
eigin	lheþof
skipulagi	nheþ
varðandi	slg
stjórnun	nveo
og	c
boðleiðir	nvfo
,	,
en	c
lúta	sfg3fn
stjórn	nveþ
lögreglustjóra	nkee
þegar	c
almannavarnaástand	nhen
ríkir	sfg3en
.	.

Sama	fbhen
gildir	sfg3en
meðan	c
annars	fokee
konar	nkee
neyðarástand	nhen
varir	sfg3en
.	.

Stjórnvöld	nhfn
bjóða	sfg3fn
liðsmönnum	nkfþ
björgunarsveita	nvfe
litla	lveosf
formlega	lveosf
menntun	nveo
.	.

Það	fphen
er	sfg3en
gert	sþghen
í	aþ
Danmörku	nveþ-s
,	,
þar	aa
sem	c
Viðbúnaðarliðið	nhengs
(	(
d	x
:	:
Beredskabet	e
)	)
ber	sfg3en
á	x
formlega	lveosf
ábyrgð	nveo
á	aþ
menntun	nveþ
og	c
fræðslu	nveþ
viðbúnaðarliða	nkfe
(	(
hjálparliða	nkfe
)	)
sem	ct
koma	sfg3fn
að	aþ
viðbrögðum	nhfþ
við	aþ
neyðarástandi	nheþ
samkvæmt	aþ
48.	ta
grein	nveþ
Viðbúnaðarlaga	nhfe
.	.

Almannavarnanefndir	nvfn
hafa	sfg3fn
starfað	ssg
í	aþ
flestum	lhfþse
sveitarfélögum	nhfþ
,	,
en	c
reynt	sþghen
hefur	sfg3en
verið	ssg
að	cn
fækka	sng
þeim	fpvfþ
svo	aa
aðeins	aa
ein	tfven
verði	svg3en
starfandi	slg
í	aþ
umdæmi	nheþ
hvers	fokee
lögreglustjóra	nkee
.	.

Þeir	fpkfn
voru	sfg3fþ
26	ta
á	aþ
Íslandi	nheþ-s
,	,
en	c
var	sfg3eþ
fækkað	sþghen
í	ao
15	ta
hinn	gkeo
1.	ta
janúar	nkeo
2007	ta
með	aþ
breytingu	nveþ
á	aþ
lögreglulögum	nhfþ
nr.	as
1996	ta
.	.

Stefnt	sþghen
er	sfg3en
að	aþ
því	fpheþ
almannavarnanefndir	nvfn
verði	svg3fn
ekki	aa
fleiri	lvfnvm
en	c
15	ta
á	aþ
landinu	nheþg
öllu	foheþ
.	.

Hlutverk	nhen
almannavarnanefnda	nvfe
er	sfg3en
skilgreint	sþghen
í	aþ
8.	ta
gr.	as
laganna	nhfeg
.	.

Almannavarnanefndir	nvfn
skulu	sfg3fn
starfa	sng
í	aþ
öllum	fohfþ
sveitarfélögum	nhfþ
.	.

Sveitarstjórnum	nvfþ
,	,
sem	ct
skipa	sfg3fn
almannavarnanefndir	nvfo
,	,
er	sfg3en
heimilt	lhensf
að	cn
semja	sng
sín	fpvfe
í	aa
milli	ae
um	ao
að	cn
skipa	sng
í	ao
sameiginlegar	lvfosf
almannavarnanefndir	nvfo
fleiri	lhfevm
en	c
eins	tfhee
sveitarfélags	nhee
.	.

Þó	aa
er	sfg3en
sá	faken
fyrirvari	nken
gerður	sþgken
að	c
sé	svg3en
sameinað	sþghen
yfir	ao
mörk	nhfo
lögsagnarumdæma	nhfe
skal	sfg3en
dómsmálaráðherra	nken
staðfesta	sng
sameiningu	nveo
og	c
ákveða	sng
hvaða	fsken
lögreglustjóri	nken
starfi	svg3en
með	aþ
nefndinni	nveþg
.	.

Lögreglustjóri	nken
skal	sfg3en
starfa	sng
með	aþ
almannavarnanefnd	nveþ
í	aþ
umdæmi	nheþ
sínu	feheþ
samkvæmt	aþ
7.	ta
gr.	as
almannavarnalaga	nhfe
.	.

Að	aþ
öðru	foheþ
leyti	nheþ
er	sfg3en
gert	sþghen
ráð	nhen
fyrir	aþ
að	c
til	ae
setu	nvee
í	aþ
nefndinni	nveþg
veljist	svm3fn
lykilmenn	nkfn
sem	ct
hafa	sfg3fn
þann	fakeo
starfa	nkeo
að	cn
tryggja	sng
öryggi	nheo
almennra	lkfesf
borgara	nkfe
þegar	c
vá	nven
steðjar	sfg3en
að	aa
.	.

Viðkomandi	lvfnof
sveitarstjórnir	nvfn
ákveða	sfg3fn
fjölda	nkeo
nefndarmanna	nkfe
.	.

Nefndir	nvfn
velja	sfg3fn
sér	fpvfþ
sjálfar	fbvfn
formann	nkeo
og	c
varaformann	nkeo
.	.

Sveitarstjórnir	nvfn
bera	sfg3fn
kostnað	nkeo
við	ao
starf	nheo
nefndanna	nvfeg
og	c
geta	sfg3fn
ráðið	ssg
starfsmenn	nkfo
til	ae
þeirra	fpvfe
.	.

Mynd	nven
1	ta
:	:
Skipurit	nhen
Almannavarna	nvfe-s
ríkisins	nheeg
samkvæmt	aþ
lögum	nhfþ
nr.	as
94/1962	ta
.	.

Núverandi	lhenof
skipurit	nhen
