Fossavatnsgangan	nvengs
vafðist	sfm3eþ
ekki	aa
fyrir	aþ
henni	fpveþ
en	c
svo	aa
skrifaði	sfg3eþ
hún	fpven
þetta	faheo
með	aþ
einu	foheþ
t	nheþ
eða	c
jafnvel	aa
d	nheþ
og	c
ekki	aa
með	aþ
g	nheþ
o.s.frv.	as
,	,
þannig	aa
að	c
stílar	nkfn
og	c
ritgerðir	nvfn
urðu	sfg3fþ
oft	aa
að	aþ
hálfgerðu	lheþsf
rúnaletri	nheþ
.	.

Að	aþ
þessu	faheþ
hlógum	sfg1fþ
við	fp1fn
oft	aa
seinna	aam
meir	aam
.	.

Nei	au
,	,
það	fphen
var	sfg3eþ
Lilja	nven-s
sem	ct
var	sfg3eþ
lærimeistari	nken
minn	feken
en	c
ekki	aa
öfugt	lhensf
.	.

Hún	fpven
kenndi	sfg3eþ
mér	fp1eþ
um	ao
lífið	nheog
,	,
umburðarlyndi	nheo
,	,
trúna	nveog
á	ao
hið	gheo
góða	lheovf
,	,
vináttuna	nveog
og	c
ekki	aa
síst	aae
ástina	nveog
-	-
ekki	aa
með	aþ
orðum	nhfþ
heldur	c
með	aþ
framkomu	nveþ
sinni	feveþ
og	c
atferli	nheþ
sínu	feheþ
öllu	foheþ
.	.

Dulrænir	lkfnsf
hæfileikar	nkfn
yfirgáfu	sfg3fþ
hana	fpveo
að	aþ
hennar	fpvee
sögn	nveþ
frá	aþ
unglingsárum	nhfþ
og	c
fram	aa
yfir	ao
fertugt	lheosf
,	,
en	c
þá	aa
fór	sfg3eþ
hún	fpven
að	cn
finna	sng
fyrir	aþ
þeim	fpkfþ
aftur	aa
.	.

Hún	fpven
tók	sfg3eþ
sig	fpveo
þá	aa
til	aa
og	c
í	ao
stað	nkeo
þess	fphee
að	cn
bola	sng
þeim	fpkfþ
burt	aa
,	,
hóf	sfg3eþ
hún	fpven
að	cn
leggja	sng
rækt	nveo
við	ao
þá	fpkfo
.	.

Fór	sfg3eþ
í	ao
Sálarrannsóknarskólann	nkeogs
og	c
lauk	sfg3eþ
honum	fpkeþ
,	,
sótti	sfg3eþ
ótal	nhen
námskeið	nhfo
og	c
las	sfg3eþ
allt	foheo
sem	ct
hún	fpven
náði	sfg3eþ
í	aa
um	ao
andleg	lhfosf
efni	nhfo
.	.

Einnig	aa
lagði	sfg3eþ
hún	fpven
stund	nveo
á	ao

Art	e
Therapy	e

(	(
listmeðferð	nveo
)	)
og	c
með	aþ
undraverðum	lkeþsf
hætti	nkeþ
notaði	sfg3eþ
hún	fpven
þessa	faveo
meðferð	nveo
á	ao
sjálfa	fbveo
sig	fpveo
í	aa
gegnum	ao
sín	fehfo
löngu	lhfovf
og	c
erfiðu	lhfovf
veikindi	nhfo
og	c
vann	sfg3eþ
sig	fpveo
í	aa
gegnum	ao
ferlið	nheog
sem	ct
fylgir	sfg3en
því	fpheþ
að	cn
vera	sng
dauðvona	lkenof
og	c
vita	sng
það	fpheo
.	.

Tjáði	sfg3eþ
sig	fpveo
með	aþ
litum	nkfþ
í	aa
gegnum	ao
afneitun	nveo
,	,
vonir	nvfo
og	c
reiði	nveo
þar	aa
til	aa
sáttinni	nveþg
við	ao
hið	gheo
óumflýjanlega	lheovf
var	sfg3eþ
náð	sþghen
.	.

Að	cn
skrifa	sng
þessar	favfo
línur	nvfo
er	sfg3en
mér	fp1eþ
ákaflega	aa
erfitt	lhensf
verk	nhen
.	.

Sumar	fovfn
minningar	nvfn
um	ao
þá	fakfo
sem	ct
mann	x
þykir	sfg3en
vænt	lhensf
um	aa
og	c
falla	sfg3fn
frá	aa
eru	sfg3fn
svo	aa
persónubundnar	lvfnsf
að	c
það	fphen
er	sfg3en
ekki	aa
hægt	lhensf
að	cn
koma	sng
þeim	fpvfþ
á	ao
blað	nheo
.	.

Bláu	lhfnvf
augun	nhfng
hennar	fpvee
Lilju	nvee-s
minnar	fevee
,	,
brosið	nheng
og	c
bjart	lhensf
yfirbragð	nhen
geymist	sfm3en
aðeins	aa
í	aþ
minningunni	nveþg
og	c
þaðan	aa
get	sfg1en
ég	fp1en
dregið	ssg
það	fpheo
fram	aa
í	aþ
einrúmi	nheþ
.	.

Blessuð	lvensf
sé	svg3en
minning	nven
hennar	fpvee
.	.

Palla	nkeþ-s
,	,
Elísabetu	nveþ-s
,	,
Kristjáni	nkeþ-s
,	,
Lóu	nveþ-s
og	c
öðrum	fokfþ
ættingjum	nkfþ
sendum	sfg1fn
við	fp1fn
Jón	nken-s
okkar	fp1fe
innilegustu	lvfove
samúðarkveðjur	nvfo
.	.

Ragnheiður	nven-s
G.	as
Haraldsdóttir	nven-s
(	(
Rúrí	nven-s
)	)
.	.

Mig	fp1eo
langar	sfg3en
með	aþ
fáum	lhfþsf
orðum	nhfþ
að	cn
minnast	snm
vinkonu	nvee
minnar	fevee
Lilju	nvee-s
Torp	nvee-s
sem	ct
lést	sfm3eþ
16.11	ta
.	.

2000	ta
.	.

Allt	fohen
frá	aþ
því	fpheþ
að	c
ég	fp1en
man	sfg1en
eftir	aþ
mér	fp1eþ
var	sfg3eþ
Lilja	nven-s
hluti	nken
af	aþ
mínu	feheþ
lífi	nheþ
.	.

Ekki	aa
voru	sfg3fþ
haldin	sþghfn
barnaafmæli	nhfn
,	,
fermingar	nvfn
eða	c
aðrar	fovfn
samkomur	nvfn
í	aþ
minni	feveþ
fjölskyldu	nveþ
,	,
án	ae
þess	fphee
að	c
hennar	fpvee
nyti	svg3eþ
við	aa
.	.

Alltaf	aa
vorum	sfg1fþ
við	fp1fn
meira	lhenvm
en	c
velkomin	lhfnsf
í	ao
hús	nheo
þeirra	fphfe
hjóna	nhfe
í	aþ
Vesturbergi	nheþ-s
193	ta
.	.

Það	fphen
var	sfg3eþ
pláss	nhen
fyrir	ao
alla	fokfo
í	aþ
hjarta	nheþ
Lilju	nvee-s
,	,
höfðu	sfg3fþ
margir	lkfnsf
þar	aa
viðdvöl	nveo
,	,
enda	c
var	sfg3eþ
hjarta	nhen
hennar	fpvee
ekki	aa
eins	aa
og	c
hjá	aþ
okkur	fp1fþ
flestum	lhfþse
.	.

Hún	fpven
var	sfg3eþ
umkringd	lvensf
gleði	nveþ
,	,
ljósi	nheþ
og	c
kærleika	nkeþ
sem	ct
hún	fpven
lét	sfg3eþ
skína	sng
á	ao
alla	fokfo
í	aa
kringum	ao
sig	fpveo
.	.

Kæra	lvenvf
Lilja	nven-s
,	,
ég	fp1en
kveð	sfg1en
þig	fp2eo
að	aþ
sinni	nheþ
með	aþ
þessum	fahfþ
fátæklegu	lhfþvf
orðum	nhfþ
,	,
þakka	sfg1en
þér	fp2eþ
fyrir	ao
samfylgdina	nveog
og	c
bið	sfg1en
til	ae
Guðs	nkee-s
að	c
þú	fp2en
megir	svg2en
finna	sng
frið	nkeo
á	aþ
þeim	fakeþ
stað	nkeþ
sem	ct
þú	fp2en
ert	sfg2en
á	aa
núna	aa
.	.

Elsku	nvee
Palli	nken-s
,	,
Elísabet	nven-s
og	c
Kristján	nken-s
,	,
það	fphen
er	sfg3en
nú	aa
oft	aa
þannig	aa
að	c
maður	nken
þarf	sfg3en
að	cn
missa	sng
til	ae
að	cn
vita	sng
hvað	fsheo
maður	nken
hefur	sfg3en
átt	ssg
,	,
ég	fp1en
veit	sfg1en
að	c
svo	aa
er	sfg3en
ekki	aa
hjá	aþ
ykkur	fp2fþ
.	.

Ég	fp1en
bið	sfg1en
og	c
veit	sfg1en
að	c
Guð	nken-s
gefur	sfg3en
ykkur	fp2fþ
styrk	nkeo
til	ae
að	cn
komast	snm
í	aa
gegnum	ao
ykkar	fp2fe
missi	nkeo
og	c
söknuð	nkeo
.	.

Kritsinn	x
Sigurðsson	nken-s
,	,
Glostrup	e
,	,
Danmörku	nveþ-s
.	.

Hún	fpven
Lilja	nven-s
okkar	fp1fe
hefur	sfg3en
kvatt	ssg
og	c
haldið	ssg
á	ao
vit	nhfo
ljóssins	nheeg
og	c
birtunnar	nveeg
.	.

Þessi	faven
duglega	lvenvf
og	c
kraftmikla	lvenvf
kona	nven
er	sfg3en
fallin	sþgven
frá	aa
eftir	ao
erfiða	lveosf
og	c
langa	lveosf
sjúkdómslegu	nveo
.	.

Hún	fpven
sem	ct
átti	sfg3eþ
svo	aa
margt	lheosf
að	cn
gefa	sng
.	.

Það	fphen
er	sfg3en
gæfa	nven
hvers	fokee
og	c
eins	fokee
að	cn
eiga	sng
samleið	nveo
með	aþ
góðu	lheþsf
samferðafólki	nheþ
,	,
ég	fp1en
tala	sfg1en
nú	aa
ekki	aa
um	aa
þegar	c
um	ao
kvenfélag	nheo
er	sfg3en
að	cn
ræða	sng
.	.

Við	fp1fn
fengum	sfg1fþ
svo	aa
sannarlega	aa
að	cn
kynnast	snm
því	aa
í	aþ
kvenfélaginu	nheþg
Fjallkonurnar	nvfngs
þar	aa
sem	c
Lilja	nven-s
var	sfg3eþ
ein	tfven
af	aþ
okkur	fp1fþ
,	,
nánast	aae
frá	aþ
stofnun	nveþ
þess	fphee
fyrir	aþ
27	ta
árum	nhfþ
.	.

Hún	fpven
unni	sfg3eþ
félaginu	nheþg
sínu	feheþ
og	c
starfaði	sfg3eþ
þar	aa
í	aþ
stjórn	nveþ
til	ae
margra	lhfesf
ára	nhfe
og	c
í	aþ
hinum	gvfþ
ýmsu	fovfþ
nefndum	nvfþ
.	.

Það	fphen
væri	svg3eþ
of	aa
langt	lhensf
mál	nhen
að	cn
telja	sng
öll	fohfo
þau	fahfo
námskeið	nhfo
og	c
allt	foheo
það	faheo
sem	ct
hún	fpven
kenndi	sfg3eþ
okkur	fp1fþ
í	aþ
þeim	fahfþ
efnum	nhfþ
.	.

Við	fp1fn
búum	sfg1fn
allar	fovfn
að	aþ
því	fpheþ
um	ao
ókomna	lveosf
tíð	nveo
.	.

Heimili	nhen
hennar	fpvee
og	c
Palla	nkee-s
stóð	sfg3eþ
okkur	fp1fþ
alltaf	aa
opið	lhensf
og	c
var	sfg3eþ
ófáum	lhfþsf
kvöldum	nhfþ
eytt	sþghen
þar	aa
við	ao
föndur	nheo
af	aþ
ýmsu	foheþ
tagi	nheþ
.	.

Og	c
svo	aa
kom	sfg3eþ
það	fphen
fyrir	aa
er	c
halda	sng
átti	sfg3eþ
basar	nkeo
að	c
bílskúrinn	nkeng
hjá	aþ
þeim	fphfþ
var	sfg3eþ
undirlagður	sþgken
líka	aa
.	.

Lilja	nven-s
var	sfg3eþ
svo	aa
ótrúlega	aa
hugmyndarík	lvensf
kona	nven
.	.

Alltaf	aa
var	sfg3eþ
hún	fpven
tilbúin	lvensf
að	cn
leika	sng
hlutverk	nheo
í	aþ
leikriti	nheþ
og	c
hjálpa	sng
til	aa
við	ao
að	cn
setja	sng
það	fpheo
á	ao
svið	nheo
.	.

Síðasta	lhenve
hlutverkið	nheng
sem	ct
hún	fpven
lék	sfg3eþ
hjá	aþ
okkur	fp1fþ
áður	aa
en	c
hún	fpven
veiktist	sfm3eþ
var	sfg3eþ
í	aþ
litlu	lveþvf
Gunnu	nveþ-s
og	c
litla	lkeþvf
Jóni	nkeþ-s
,	,
hlutverkin	nhfng
voru	sfg3fþ
óteljandi	lhfnof
ásamt	aþ
ýmsu	foheþ
gríni	nheþ
og	c
glensi	nheþ
.	.

Hún	fpven
var	sfg3eþ
afskaplega	aa
stolt	lvensf
af	aþ
börnum	nhfþ
sínum	fehfþ
og	c
barnabörnum	nhfþ
og	c
sýndi	sfg3eþ
hún	fpven
þeim	fphfþ
mikla	lveosf
umhyggju	nveo
og	c
kærleik	nkeo
.	.

Mér	fp1eþ
er	sfg3en
efst	aae
í	aþ
huga	nkeþ
á	aþ
kveðjustund	nveþ
þakklæti	nhen
fyrir	ao
samfylgdina	nveog
í	aa
gegnum	ao
árin	nhfog
og	c
allan	fokeo
lærdóminn	nkeog
sem	ct
af	aþ
því	fpheþ
leiddi	sfg3eþ
.	.

Ég	fp1en
kveð	sfg1en
þig	fp2eo
elsku	nvee
Lilja	nven-s
með	aþ
þessu	faheþ
ljóði	nheþ
Guðmundar	nkee-s
Böðvarssonar	nkee-s
.	.

Á	aþ
himni	nkeþ
sínum	fekeþ
hækkar	sfg3en
sól	nven
.	.

Um	ao
heiðblá	lhfosf
loft	nhfo
og	c
tær	lhfosf
hún	fpven
lýsir	sfg3en
enn	aa
þitt	feheo
land	nheo
í	aþ
náð	nveþ
og	c
ljóma	nkeþ
sínum	fekeþ
slær	sfg3en
um	ao
hina	gveo
mjúku	lveovf
,	,
hljóðu	lveovf
gröf	nveo
.	.

Og	c
hljóta	sng
loks	aa
þú	fp2en
skalt	sfg2en
eitt	tfheo
kveðjuljóð	nheo
svo	aa
litla	lveosf
gjöf	nveo
að	aþ
launum	nhfþ
fyrir	ao
allt	foheo
Við	fp1fn
biðjum	sfg1fn
algóðan	lkeosf
guð	nkeo
að	cn
styrkja	sng
Palla	nkeo-s
,	,
börnin	nhfog
,	,
barnabörnin	nhfog
og	c
aðra	fokfo
ástvini	nkfo
á	aþ
þessari	faveþ
erfiðu	lveþvf
stund	nveþ
.	.

Fyrir	ao
hönd	nveo
Kvenfélagsins	nheegs
Fjallkonur	nvfn-s
.	.

Jóhanna	nven-s
Gunnarsdóttir	nven-s
Mig	fp1eo
langar	sfg3en
í	aþ
örfáum	lhfþsf
orðum	nhfþ
að	cn
kveðja	sng
vinkonu	nveo
mína	feveo
,	,
Lilju	nveo-s
Torp	nveo-s
leikskólakennara	nkeo
.	.

Minningarnar	nvfng
sem	ct
ég	fp1en
á	sfg1en
um	ao
þá	faveo
stórbrotnustu	lveove
konu	nveo
sem	ct
ég	fp1en
hef	sfg1en
kynnst	ssm
eru	sfg3fn
margar	lvfnsf
.	.

Ég	fp1en
kynntist	sfm1eþ
Lilju	nveþ-s
þegar	c
ég	fp1en
hóf	sfg1eþ
vinnu	nveo
hjá	aþ
henni	fpveþ
1985	ta
,	,
þá	aa
var	sfg3eþ
hún	fpven
forstöðukona	nven
á	aþ
skóladagheimilinu	nheþg
Hraunkoti	nheþ-s
.	.

Við	fp1fn
unnum	sfg1fþ
saman	aa
þar	aa
til	aa
heimilinu	nheþg
var	sfg3eþ
lokað	sþghen
1997	ta
.	.

Þvílík	fbven
kona	nven
,	,
hún	fpven
var	sfg3eþ
svo	aa
góð	lvensf
við	ao
okkur	fp1fo
stelpurnar	nvfog
sem	ct
unnum	sfg1fþ
hjá	aþ
henni	fpveþ
og	c
börnin	nhfng
á	aþ
heimilinu	nheþg
elskuðu	sfg3fþ
hana	fpveo
.	.

Hún	fpven
var	sfg3eþ
mikil	lvensf
listakona	nven
í	aþ
höndunum	nvfþg
,	,
saumaði	sfg3eþ
,	,
málaði	sfg3eþ
og	c
föndraði	sfg3eþ
heilu	lhfovf
listaverkin	nhfog
.	.

Oft	aa
fórum	sfg1fþ
við	fp1fn
saman	aa
í	ao
ferðalög	nhfo
á	aþ
Brúðubílnum	nkeþgs
sem	ct
við	fp1fn
kölluðum	sfg1fþ
stóra	lkeovf
bílinn	nkeog
hennar	fpvee
og	c
Páls	nkee-s
eiginmanns	nkee
hennar	fpvee
,	,
þá	aa
var	sfg3eþ
oft	aa
glatt	lhensf
á	aþ
hjalla	nkeþ
hjá	aþ
okkur	fp1fþ
stelpunum	nvfþg
fimm	tfvfþ
á	aþ
Hraunkoti	nheþ-s
sem	ct
við	fp1fn
kölluðum	sfg1fþ
okkur	fp1fo
gjarnan	aa
,	,
það	fphen
voru	sfg3fþ
Lilja	nven-s
,	,
Bryndís	nven-s
,	,
Svava	nven-s
,	,
Sonja	nven-s
og	c
Solla	nven-s
.	.

Elsku	nvee
Lilja	nven-s
,	,
nú	aa
þegar	c
þú	fp2en
ert	sfg2en
horfin	sþgven
til	ae
annarra	fohfe
starfa	nhfe
og	c
laus	lvensf
við	ao
þjáningar	nvfo
vil	sfg1en
ég	fp1en
þakka	sng
þér	fp2eþ
fyrir	ao
hlýju	nveo
,	,
traust	nheo
og	c
góða	lveosf
vináttu	nveo
í	ao
um	aa
fimmtán	tfhfe
ára	nhfe
skeið	nheo
.	.

Eiginmanni	nkeþ
Lilju	nvee-s
,	,
börnum	nhfþ
,	,
barnabörnum	nhfþ
og	c
öðrum	fokfþ
aðstandendum	nkfþ
votta	sfg1en
ég	fp1en
mína	feveo
innilegustu	lveove
samúð	nveo
,	,
megi	svg3en
Guð	nken-s
styrkja	sng
ykkur	fp2fo
öll	fohfo
í	aþ
þessari	faveþ
miklu	lveþvf
sorg	nveþ
.	.

Ef	c
Jesú	nken-s
að	aþ
þér	fp2eþ
snýr	sfg3en
Með	aþ
ástarhóti	nheþ
Líttu	sbg2en
þá	aa
hjartahýr	lkensf
Honum	fpkeþ
á	aa
móti	aþ
.	.

(	(
12.	ta
sálmur	nken
,	,
Hallgrímur	nken-s
Pétursson	nken-s
.	.
)	)
Sólveig	nven-s
.	.

Lilja	nven-s
mín	feven
,	,
þá	aa
er	sfg3en
stríðið	nheng
búið	lhensf
og	c
því	fpheþ
lauk	sfg3eþ
ekki	aa
á	ao
þann	fakeo
veg	nkeo
sem	ct
við	fp1fn
höfðum	sfg1fþ
öll	fohfn
óskað	ssg
.	.

Ég	fp1en
veit	sfg1en
ekki	aa
hvort	c
þú	fp2en
gerðir	sfg2eþ
þér	fp2eþ
nokkurn	fokeo
tíma	nkeo
grein	nveo
fyrir	aþ
því	fpheþ
hvað	fshen
þú	fp2en
hafðir	sfg2eþ
mikil	lhfosf
áhrif	nhfo
á	ao
mig	fp1eo
og	c
hvað	fshen
þú	fp2en
gerðir	sfg2eþ
mikið	lheosf
fyrir	ao
mig	fp1eo
.	.

Ég	fp1en
sagði	sfg1eþ
þér	fp2eþ
það	fpheo
svosem	aa
aldrei	aa
beint	aa
en	c
ég	fp1en
segi	sfg1en
það	fpheo
þá	aa
núna	aa
.	.

Þú	fp2en
varst	sfg2eþ
frábær	lvensf
!	!

Mig	fp1eo
langaði	sfg3eþ
til	ae
að	cn
spyrja	sng
þig	fp2eo
um	ao
svo	aa
margt	lheosf
,	,
og	c
mig	fp1eo
langaði	sfg3eþ
til	ae
að	cn
segja	sng
þér	fp2eþ
frá	aþ
svo	aa
mörgu	lheþsf
en	c
eftir	ao
að	c
þú	fp2en
varðst	sfg2eþ
veikari	lvenvm
urðu	sfg3fþ
tækifærin	nhfng
bara	aa
svo	aa
alltof	aa
fá	lhfnsf
.	.

Ég	fp1en
sakna	sfg1en
þín	fp2ee
eiginlega	aa
á	ao
tvennan	lkeosf
hátt	nkeo
einhverra	fokfe
hluta	nkfe
vegna	ae
.	.

Í	aþ
fyrsta	lheþve
lagi	nheþ
er	sfg3en
það	fphen
þessi	faken
söknuður	nken
sem	ct
er	sfg3en
líklega	aa
frekar	aam
hefðbundinn	lkensf
,	,
mér	fp1eþ
finnst	sfm3en
sorglegt	lhensf
að	c
þú	fp2en
skulir	svg2en
hafa	sng
þurft	ssg
að	cn
yfirgefa	sng
þetta	faheo
líf	nheo
svona	aa
löngu	lheþsf
áður	aa
en	c
þér	fp2eþ
og	c
okkur	fp1fþ
öllum	fokfþ
fannst	sfm3eþ
það	fphen
tímabært	lhensf
,	,
en	c
svo	aa
er	sfg3en
það	fphen
hin	faven
tegundin	nveng
,	,
hún	fpven
er	sfg3en
svona	aa
:	:
Hvert	aa
á	sfg1en
ég	fp1en
núna	aa
að	cn
fara	sng
þegar	c
mig	fp1eo
vantar	sfg3en
leiðsögn	nveo
?	?

Hver	fsken
á	sfg3en
núna	aa
að	cn
gefa	sng
mér	fp1eþ
góð	lhfosf
ráð	nhfo
?	?

Þú	fp2en
varst	sfg2eþ
svo	aa
ótrúlega	aa
mögnuð	lvensf
Lilja	nven-s
mín	feven
,	,
eins	aa
og	c
risastór	lvensf
rafstöð	nven
sem	ct
kveiktir	sfg2eþ
ljós	nheo
hvar	aa
sem	c
þú	fp2en
komst	sfg2eþ
.	.

Batterí	nhen
sem	ct
aldrei	aa
tæmdist	sfm3eþ
,	,
eins	aa
og	c
gamall	lkensf
vitur	lkensf
indíánahöfðingi	nken
sem	ct
hafði	sfg3eþ
svör	nhfo
við	aþ
öllum	fovfþ
heimsins	nkeeg
spurningum	nvfþ
.	.

Takk	au
fyrir	ao
allt	foheo
frá	aþ
mér	fp1eþ
og	c
mínu	feheþ
fólki	nheþ
.	.

Ólafur	nken-s
Páll	nken-s
Gunnarsson	nken-s
Mig	fp1eo
langar	sfg3en
að	cn
minnast	snm
Lilju	nvee-s
Torp	nvee-s
vinkonu	nvee
minnar	fevee
með	aþ
nokkrum	fohfþ
orðum	nhfþ
.	.

Það	fphen
var	sfg3eþ
árið	nheog
1980	ta
sem	ct
við	fp1fn
Lilja	nven-s
og	c
Palli	nken-s
kynntumst	sfm1fþ
í	aa
gegnum	ao
sameiginlegan	lkeosf
vin	nkeo
sem	ct
er	sfg3en
líka	aa
horfinn	sþgken
yfir	ao
móðuna	nveog
miklu	lveovf
.	.

Við	fp1fn
áttum	sfg1fþ
margar	lvfosf
góðar	lvfosf
stundir	nvfo
í	aþ
Skorradal	nkeþ-s
og	c
var	sfg3eþ
þar	aa
mikið	aa
brallað	sþghen
.	.

Eitt	foheo
sinn	nheo
voru	sfg3fþ
Lilja	nven-s
og	c
Palli	nken-s
hjá	aþ
okkur	fp1fþ
í	aþ
sumarbústaðnum	nkeþg
um	ao
Jónsmessuna	nveogs
.	.

Lilja	nven-s
skrapp	sfg3eþ
á	ao
Hvítárbakka	nkeo-s
án	ae
þess	fphee
að	cn
láta	sng
neinn	fokeo
vita	sng
og	c
keypti	sfg3eþ
lax	nkeo
.	.

Um	ao
kvöldið	nheog
sagði	sfg3eþ
hún	fpven
svo	aa
fólki	nheþ
sem	ct
samankomið	lhensf
var	sfg3eþ
við	ao
brennu	nveo
í	aþ
Skorradal	nkeþ-s
að	c
hún	fpven
hefði	svg3eþ
veitt	ssg
laxinn	nkeog
í	aþ
Skorradalsvatni	nheþ-s
.	.

Viti	svg3fn
menn	nkfn
.	.

Daginn	nkeog
eftir	aa
sáum	sfg1fþ
við	fp1fn
hóp	nkeo
af	aþ
sumarhúsaeigendum	nkfþ
úr	aþ
Skorradalnum	nkeþgs
storma	sng
niður	aa
að	aþ
vatni	nheþ
með	ao
veiðistangir	nvfo
í	aþ
veiðihug	nkeþ
.	.

Við	fp1fn
stóðum	sfg1fþ
við	ao
gluggann	nkeog
og	c
hlógum	sfg1fþ
mikið	aa
,	,
enda	c
hafði	sfg3eþ
ekki	aa
fengist	ssm
branda	nven
úr	aþ
vatninu	nheþg
í	ao
mörg	lhfosf
ár	nhfo
.	.

Þarna	aa
var	sfg3eþ
Lilju	nveþ-s
rétt	aa
lýst	sþghen
.	.

Kímnigáfan	nveng
var	sfg3eþ
aldrei	aa
langt	aa
undan	aa
.	.

Í	ao
annað	foheo
skipti	nheo
vorum	sfg1fþ
við	fp1fn
saman	aa
í	aþ
Skorradalnum	nkeþgs
í	aþ
mikilli	lveþsf
afmælisveislu	nveþ
.	.

Í	aþ
hópnum	nkeþg
voru	sfg3fþ
nokkrir	fokfn
ungir	lkfnsf
menn	nkfn
,	,
þar	aa
á	aa
meðal	aa
sonur	nken
minn	feken
.	.

Lilja	nven-s
dreif	sfg3eþ
allan	fokeo
hópinn	nkeog
með	aþ
sér	fpveþ
í	ao
Hreppslaugina	nveogs
í	ao
sund	nheo
.	.

Sundlaugarvörðurinn	nkeng
spurði	sfg3eþ
hvort	c
þetta	fahen
væru	svg3fþ
allt	fohen
synir	nkfn
hennar	fpvee
og	c
hún	fpven
játti	sfg3eþ
því	fpheþ
galvösk	lvensf
og	c
varð	sfg3eþ
lífskraftur	nken
hennar	fpvee
og	c
smitandi	lvenof
kátína	nven
til	ae
þess	fphee
að	c
allur	foken
hópurinn	nkeng
komst	sfm3eþ
frítt	aa
oní	ao
laugina	nveog
.	.

Það	fphen
var	sfg3eþ
svo	aa
mikið	lhensf
líf	nhen
og	c
orka	nven
í	aþ
þessari	faveþ
konu	nveþ
að	c
hún	fpven
átti	sfg3eþ
engan	fokeo
sinn	fekeo
líka	nkeo
.	.

Lilja	nven-s
var	sfg3eþ
mikil	lvensf
handavinnukona	nven
og	c
lék	sfg3eþ
allt	fohen
í	aþ
höndum	nvfþ
hennar	fpvee
.	.

Hún	fpven
var	sfg3eþ
gömul	lvensf
sunddrotttning	nven
og	c
mikill	lkensf
göngugarpur	nken
og	c
elskaði	sfg3eþ
að	cn
vera	sng
úti	aa
í	aþ
náttúrunni	nveþg
með	aþ
Palla	nkeþ-s
sínum	fekeþ
.	.

Enda	c
var	sfg3eþ
snjór	nken
varla	aa
farinn	sþgken
að	cn
bráðna	sng
þegar	c
þau	fphfn
Palli	nken-s
voru	sfg3fþ
farin	sþghfn
í	ao
ferðalög	nhfo
eitthvað	fohen
út	aa
í	ao
buskann	nkeog
.	.

Oft	aa
var	sfg3eþ
haft	sþghen
á	aþ
orði	nheþ
að	c
Lilja	nven-s
og	c
Palli	nken-s
væru	svg3fþ
mikið	aa
gift	lhfnsf
því	fpheþ
þau	fphfn
voru	sfg3fþ
miklir	lkfnsf
vinir	nkfn
og	c
áttu	sfg3fþ
sömu	fbhfo
áhugamál	nhfo
.	.

Hvort	c
sem	c
þau	fphfn
ferðuðust	sfm3fþ
langar	lvfosf
vegalengdir	nvfo
eða	c
skruppu	sfg3fþ
í	ao
hjólreiðatúr	nkeo
.	.

Alltaf	aa
voru	sfg3fþ
þau	fphfn
saman	aa
.	.

Fyrir	aþ
nokkrum	fokfþ
mánuðum	nkfþ
sagði	sfg3eþ
hún	fpven
mér	fp1eþ
að	c
hún	fpven
væri	svg3eþ
búin	lvensf
að	cn
velja	sng
sér	fpveþ
eiginmann	nkeo
fyrir	ao
næsta	lheove
líf	nheo
.	.

Það	fphen
var	sfg3eþ
auðvitað	aa
Palli	nken-s
.	.

Svona	aa
var	sfg3eþ
Lilja	nven-s
dásamleg	lvensf
manneskja	nven
og	c
góð	lvensf
kona	nven
.	.

Ég	fp1en
vil	sfg1en
þakka	sng
fyrir	ao
að	cn
hafa	sng
fengið	ssg
að	cn
þekkja	sng
Lilju	nveo-s
og	c
læra	sng
af	aþ
henni	fpveþ
.	.

Það	fphen
hafa	sfg3fn
verið	ssg
forréttindi	nhfn
að	cn
fá	sng
að	cn
eiga	sng
hana	fpveo
að	aþ
vinkonu	nveþ
.	.

Elsku	nvee
Palli	nken-s
,	,
Kristján	nken-s
,	,
Elísabet	nven-s
,	,
Lóa	nven-s
og	c
fjölskyldur	nvfn
.	.

Ég	fp1en
votta	sfg1en
ykkur	fp2fþ
innilega	lveosf
samúð	nveo
mína	feveo
.	.

Minningin	nveng
um	ao
góða	lveosf
konu	nveo
lifir	sfg3en
.	.

Elsku	nvee
Lilja	nven-s
.	.

Hvíl	sbg2en
í	aþ
friði	nkeþ
.	.

Guð	nken-s
geymi	svg3en
þig	fp2eo
.	.

Guðmundína	nven-s
(	(
Día	nven-s
)	)
.	.

Þegar	c
kveðja	sng
skal	sfg3en
góðan	lkeosf
vin	nkeo
verður	sfg3en
oft	aa
tregt	lhensf
um	ao
mál	nheo
.	.

Fallega	lhenvf
tungumálið	nheng
okkar	fp1fe
sem	ct
annars	aa
er	sfg3en
svo	aa
ríkt	lhensf
verður	sfg3en
allt	fohen
í	aþ
einu	lheþsf
litlaust	lhensf
og	c
fátæklegt	lhensf
.	.

Leiðir	nvfn
okkar	fp1fe
og	c
Lilju	nvee-s
lágu	sfg3fþ
saman	aa
í	aa
gegnum	ao
sameiginlegan	lkeosf
áhuga	nkeo
á	aþ
